normalized_comment,number_of_reviews,number_of_products,canonical_product_links
"this is an underrated concealer imo. this is easily med-full coverage and builds to actual full. most actual full coverage concealers are so cakey on my dryyy textured skin (yes i prep--what part of ""dryyy"" don't you understand?) that i just can't walk out the door in them. this was amazingly smooth and easy and did not cake on first application, and caked slightly (but easily fixable) when building to maximum coverage. i have tried everything from shape tape (dry/cakey) to nars creamy (not enough coverage) to elf camo (almost ok, but not quite). they all crud up on me eventually--some within an hour. this is the smoothest finish concealer that gives actual coverage that i have ever tried. i often use it as foundation because you get a lot, and it's usually on sale somewhere. it is better than both of juvia's foundations--i wish they would just sell it by the vat and relaunch it. dry skin girlies need to find this!",2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
"this is great over cream contour, ive been using it for years! smells great too!",2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
"this is like mac fix + in the way it helps melt all the powders, but it actually sets makeup. the mist is a true mist which i do find myself putting on more than i need to because of this, but i don't mind. this does give you a natural finish. so for normal, dry, or aspiring glowy skin, this is for you. otherwise, you will dislike this. (try milani's). my makeup lasts a long time with this while making me look natural and glowy. if you use a lot of creams without much powder, this won't be your fix. you're going to still have to use powder to an extent. i spray, let it dry, then pat my face with a rag to help with transfer and i'm good from sunrise to late night!",2,2,"[""https://www.ulta.com/p/continuous-setting-mist-xlsImpprod18351117"", ""https://www.ulta.com/p/mini-continuous-setting-mist-pimprod2017654""]"
this is multitasking at its best. skin care +primer+foundation +spf all in one step. a little goes a long way. i apply with fingers but you can also use a sponge or brush. the consistency is a little on the thick side but it really is amazing.,2,2,"[""https://www.ulta.com/p/cc-cream-with-spf-50-xlsImpprod5770257"", ""https://www.ulta.com/p/mini-cc-cream-with-spf-50-pimprod2013015""]"
this is my favorite benefit primer!,2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
this is my favorite pink setting powder. it helps add a layer of brightness and it's a smooth creamy finish that doesnt leave creasing. i normally have oily skin and can crease a lot but this doesnt do that at all.,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
"this is my first time getting a color corrector and its really good! im darkkin so i got the orange one and it has good pigment, you can see it color correct right away. and it dries fairly quickly on your so it doesn't mix in with your foundation, though i still recommend waiting for it to dry or using a fan just in case. the only problem for me is the applicator, you cant really tell if you squeezed out too much so be careful when squeezing.",2,2,"[""https://www.ulta.com/p/hd-pro-corrector-concealer-pimprod2022723"", ""https://www.ulta.com/p/lightweight-hd-pro-creamy-concealer-xlsImpprod15711051""]"
this is my go to makeup remover! it cleanses and removes even waterproof makeup! i love the rose cleansing balm the best!,2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
"this is my holy grail ride or die primer i always reach for. by using this one, i get the added hydration i do not need from an extra moisturizer prior to adding a primer. but i also get the results of a primer and moisturizer in one! it has no scent and it a gel-like texture that sinks into the skin quickly. it's the only one i use these days and i have normal to dry skin and works beautifully all year long. i have zero pilling with this as well with various foundations and skin tints.",2,2,"[""https://www.ulta.com/p/photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2030498"", ""https://www.ulta.com/p/travel-size-photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2032761""]"
this is my only go to in compact foundations. blends nicely. i have very oily skin and this is the only compact powder the sits well and gives full coverage. love this. i recommend to all my friends.,2,2,"[""https://www.ulta.com/p/double-wear-stay-in-place-matte-powder-foundation-makeup-pimprod2031254"", ""https://www.ulta.com/p/double-wear-stay-in-place-matte-powder-foundation-refill-pimprod2031253""]"
"this is my second purchase of this powder. it is colorless, so it doesn't change foundation color and it prevents it from oxidizing. it has a pretty, natural finish.",2,2,"[""https://www.ulta.com/p/mineral-veil-setting-powder-VP11355"", ""https://www.ulta.com/p/tinted-mineral-veil-setting-powder-prod110002""]"
this is one of my favorite bronzers! it applies super fast and blends like a cream. it melts and leaves you with a realistic looking tan. i also think this is such a believable shade. it could be used as both a contour and a bronzer because it isn't too orange.,2,2,"[""https://www.ulta.com/p/laguna-bronzer-powder-talc-free-pimprod2038440"", ""https://www.ulta.com/p/mini-laguna-bronzer-powder-talc-free-pimprod2038438""]"
"this is one of my go to products. easily a fave, have to go back and get more when i run out.",2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
"this is one of the best bronze i have used so far, since i wear makeup everyday for me it was perfect",2,2,"[""https://www.ulta.com/p/laguna-bronzer-powder-talc-free-pimprod2038440"", ""https://www.ulta.com/p/mini-laguna-bronzer-powder-talc-free-pimprod2038438""]"
"this is one of the worst products i've ever used. it doesn't spread easily, leaving the skin streaky, no matter how little or how much is used. it certainly didn't blend in with my skin tone.. and i got the exact color for my skin. low end, drugstore products work better than this super expensive product. save your money!!!",2,2,"[""https://www.ulta.com/p/cc-water-with-hyaluronic-acid-pimprod2025143"", ""https://www.ulta.com/p/travel-size-cc-water-with-hyaluronic-acid-pimprod2025144""]"
"this is simply my favorite product ever. it replaces my eye shadow, blush and lipstick. they fit neatly on the skin and look expensive. the color is just my favorite - soft rose, very rich. the finish seems matte and the color lasts quite a long time. overall, i'm happy that i discovered this product.",2,2,"[""https://www.ulta.com/p/cream-powder-blurring-blush-stick-pimprod2045569"", ""https://www.ulta.com/p/cream-stick-blush-with-brush-applicator-pimprod2026378""]"
"this is such a nice, subtle inner corner highlight for something more natural and cute! its not for the glam girls reallg but more for a brightening effect- ive seen when i put it in the inner corners that the pinky-ness appears as you pack it on, which makes my eyes seem more awake! though, for darker tones i would def try inner corners! or try a light veil on the cheeks for a slight dew, though- packing it on too much on the cheeks (will appear a bit chalky considering the base of the highlight is a white pale base with the pinky highlight mixed in) overall, great highlight for pale to light medium skin tones, just be careful on packing too much on thr cheeks if you are light medium and darker!",2,2,"[""https://www.ulta.com/p/dandelion-twinkle-soft-nude-pink-powder-highlighter-mini-xlsImpprod17971039"", ""https://www.ulta.com/p/dandelion-twinkle-soft-nude-pink-powder-highlighter-xlsImpprod15771001""]"
"this is such a wonderful product. i had purchased another brand's version of this about 10 years ago and at that time paid over twice the current cost of wet n wild's product for about half the size. wet n wild's product is every bit as good and i can enjoy using it as i never need to feel that i should ""stretch it out"" due to cost. it is so blendable, so natural looking, creamy and the shade is awesome.",2,2,"[""https://www.ulta.com/p/megaglo-makeup-stick-blush-xlsImpprod16731045"", ""https://www.ulta.com/p/megaglo-makeup-stick-pimprod2043772""]"
this is that girl🥰 wow....love love love this tint....wowwwwww,2,2,"[""https://www.ulta.com/p/hide-peek-concealer-pimprod2024755"", ""https://www.ulta.com/p/hint-hint-skin-tint-pimprod2017569""]"
"this is the 4 th elemis cleansing balm i have purchased ( from different locations) in the last 7 months. it does not matter what "" scent "" i get or where i purchase it from all the jars are barely half full. an elemis problem . have contacted them never a reply. have been using elemis for many years . they are pricey. i do not mind paying if i get what i paid for. ready to purchase a marine cream but will not due to this. time to move on. it is happening too often",2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
this is the balm,2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
"this is the best cleanser i have ever used. i love the way it leaves my face so soft and totally clean. it works beautifully on my ""senior"" skin.",2,2,"[""https://www.ulta.com/p/take-day-off-cleansing-balm-makeup-remover-mini-xlsImpprod18791009"", ""https://www.ulta.com/p/take-day-off-cleansing-balm-makeup-remover-xlsImpprod11771009""]"
"this is the best one i have used! my face got hydrated after using it, especially in winter.",2,2,"[""https://www.ulta.com/p/mini-vitamin-enriched-face-base-moisturizer-primer-with-vitamin-c-hyaluronic-acid-pimprod2025025"", ""https://www.ulta.com/p/vitamin-enriched-face-base-moisturizer-primer-with-vitamin-c-hyaluronic-acid-pimprod2025028""]"
this is the best primer! formula actually fills pores and covers flaws! silky finish. love it!,2,2,"[""https://www.ulta.com/p/porefessional-pore-minimizing-primer-mini-xlsImpprod10141042"", ""https://www.ulta.com/p/porefessional-pore-minimizing-primer-xlsImpprod2290003""]"
"this is the best setting spray i have tried on my oily 45-year-old skin, and i've tried many. super fine mist, dries quickly, and keeps excess oil at bay without looking too matte. will buy this as long as they keep making it.",2,2,"[""https://www.ulta.com/p/porefessional-super-setter-long-lasting-makeup-setting-spray-mini-pimprod2040598"", ""https://www.ulta.com/p/porefessional-super-setter-long-lasting-makeup-setting-spray-pimprod2020913""]"
this is the first primer i actually really like. i dont use foundation or any heavy makeup but i do use pressed powder on top of this with a little bit of blush and it does great. i have the kitten version of this primer and i love the subtle glitter in it. its the perfect amount to be noticeable but not excessive and comes off really easy with micellar water. i would def buy this again.,2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
